Record_ID,Batch,PassFail,Failure,162,161,297,24,296,23,159,21,160,204,140,294,3,225,90,511,419,499,500,67,22,418,486,295,482,487,139,340,488,468
1,1,Fail,1,368.0,1066.0,158.333,751.0,496.1582,-4043.75,1017.0,-5419.0,967.0,0.2951,0.3948,418.1363,1411.1265,1940.3994,8671.9301,0.0,0.0,0.0,0.0,0.9226,2916.5,525.0965,843.1138,398.3185,613.3069,0.0,350.671,0.0867,53.1098,311.6377
2,1,Fail,1,3277.0,297.0,1529.7622,-1640.25,139.2082,-3498.75,568.0,-5441.5,59.0,0.358,0.2301,233.9865,1463.6606,1988.0,8407.0299,0.0,368.9713,0.0,0.0,1.1598,2604.25,0.0,130.635,26.5879,0.0,820.79,219.7679,0.1013,194.4371,463.2883
3,1,Pass,0,2100.0,759.0,902.4576,-1916.5,325.0672,-4047.0,562.0,-5447.75,788.0,0.1164,0.3263,251.4536,1698.0172,839.6006,9317.1698,244.2748,0.0,0.0,0.0,0.8694,2701.75,0.0,746.915,329.6406,434.2674,74.0741,306.038,0.0353,191.7582,21.3645
4,1,Fail,1,3004.0,3433.0,1377.4276,-1657.25,1572.6896,-4515.0,859.0,-5468.25,355.0,0.3458,0.1915,415.5048,909.7926,820.3999,8205.7,0.0,0.0,0.0,711.6418,0.9761,2648.25,317.7362,104.666,157.0889,225.0169,71.7583,162.43200000000002,0.0928,0.0,24.2831
5,1,Fail,1,1443.0,1747.0,628.3083,117.0,799.5884,-3987.5,699.0,-5476.25,283.0,0.3951,0.3744,319.1252,1326.52,1406.4004,9014.46,0.0,866.0295,293.1396,0.0,0.9256,2635.25,0.0,0.0,128.0296,171.4486,587.3773,296.303,0.1301,748.1781,44.898
6,1,Fail,1,1157.0,323.0,478.1502,193.75,152.4347,-3906.5,2089.0,-6058.0,910.0,0.5217,0.3744,982.8228,1326.52,1132.2998,7869.7,622.2222,865.1584,0.0,0.0,0.9227,2953.75,347.774,0.0,384.6101,325.3468,78.3348,296.303,0.1582,723.4234,23.3606
7,1,Fail,1,565.0,441.0,254.5432,580.25,181.7863,-3914.75,2117.0,-6154.0,643.0,0.3339999999999999,0.2301,1000.9579,1463.6606,1046.2002,9238.3601,748.3871,467.5756,0.0,723.3853,1.115,2691.75,326.1524,586.3636,276.541,266.1526,0.0,219.7679,0.0899,355.7932,162.4892
8,1,Fail,1,807.0,1429.0,366.1448,-737.0,652.0774,-3819.75,233.0,-5395.5,346.0,0.7151,0.0577,106.4973,1004.4692,1222.1006,9117.3699,0.0,0.0,0.0,0.0,0.9965,2551.75,399.362,0.0,151.6605,374.6159,129.2388,249.9639,0.1827,0.0,16.2027
9,1,Fail,1,948.0,3961.0,423.4787,622.75,1965.4555,-2948.0,5781.0,-4196.5,2900.0,0.4077,0.0577,2803.1611,1004.4692,740.3994,8615.27,395.2941,624.0602,0.0,686.5784,0.9079,2059.5,496.3964,616.8421,1377.7589,477.0328,86.1931,249.9639,0.1204,364.0719,18.8665
10,1,Fail,1,186.0,422.0,76.6219,873.75,179.359,-3911.5,862.0,-5357.5,882.0,0.6348,0.0577,354.07199999999995,1004.4692,1266.0,9126.72,0.0,979.2574,0.0,0.0,1.0028,2872.5,397.4922,497.603,392.7259,790.5782,119.3208,249.9639,0.2289999999999999,115.01,21.8283
11,1,Pass,0,776.0,3967.0,418.6848,360.5,2281.7211,-1976.0,5655.0,-2727.5,2942.0,0.2132,0.1151,3153.6764,1046.1468,1104.5,8476.17,0.0,0.0,474.3363,615.015,0.8692,1400.0,269.3851,0.0,1620.7332,0.0,97.2892,380.5909,0.0628,0.0,14.6207
12,1,Pass,0,143.0,295.0,68.7047,752.5,128.014,-3869.75,2352.0,-6097.75,597.0,0.4785,0.2773,1081.3385,1605.7578,740.5996,8789.5001,0.0,236.8442,935.7644,0.0,0.9241,2808.0,569.2818,0.0,255.566,613.8337,0.0,250.3359,0.1467,141.3793,8.2922
13,1,Fail,1,3851.0,1437.0,1792.1565,-1933.25,651.5322,-3982.25,971.0,-5521.25,302.0,0.2307,0.1151,444.4295,1046.1468,1541.7002,7889.72,0.0,259.572,0.0,0.0,0.9556,2592.75,288.9425,0.0,133.5649,406.6335,76.2956,380.5909,0.0698,672.8421,31.4286
14,1,Fail,1,216.0,692.0,105.3482,833.75,314.8931,-3883.5,2413.0,-6069.75,648.0,0.0626,0.1355,1073.8102,877.6266,846.5996,8889.3,0.0,0.0,719.4245,0.0,0.9458,2858.25,301.7214,221.0019,266.8562,791.028,466.6667,203.071,0.0209,139.8916,299.314
15,1,Pass,0,527.0,4101.0,263.5,131.75,2050.5,-1025.25,5726.0,-1431.5,2478.0,0.1599,0.1782,2863.0,947.7739,959.7998,8651.3099,728.8889,385.4507,344.4976,697.8723,1.0144,619.5,692.5477,152.356,1239.0,901.9024,81.9411,295.563,0.0557,398.125,22.1678
16,1,Fail,1,265.0,4483.0,125.7229,81.25,2390.5016,-2053.0,5803.0,-2694.75,3530.0,0.1899,0.1782,3129.8922,947.7739,1388.2002,8907.68,0.0,0.0,336.5385,0.0,0.9025,1476.25,436.0,128.0311,1768.6406,0.0,41.2447,295.563,0.0472,560.6957,15.1805
17,1,Fail,1,1748.0,643.0,933.2947,-2445.0,303.3815,-3654.5,601.0,-5757.25,199.0,0.186,0.6265,301.6514,1258.4558,606.2998,8581.6799,444.4444,0.0,725.1064,0.0,0.8885,2675.75,440.599,198.3728,96.8035,994.1094,278.5714,180.00400000000002,0.055,210.3929,31.9037
18,1,Fail,1,1895.0,1216.0,874.9561,514.75,515.9667,-3617.5,1653.0,-5612.5,346.0,0.1002,0.6265,733.2587,1258.4558,1253.3994,9100.62,0.0,0.0,813.8728,927.4576,0.9808,3417.75,288.6739,66.9031,145.96200000000002,692.0635,0.0,180.00400000000002,0.0391,329.5533,88.5639
19,1,Fail,1,5475.0,3818.0,2552.7019,-1533.5,1740.3043,-4149.25,1036.0,-5575.25,644.0,0.1299,0.3067,441.7317,962.5317,765.2998,9242.01,0.0,0.0,0.0,0.0,0.9488,2755.5,141.1685,303.9679,279.3486,304.7152,0.0,416.4299,0.042,143.5004,0.0
20,1,Fail,1,1672.0,3296.0,757.98,-1275.5,1552.4676,-4006.5,906.0,-5469.25,380.0,0.3593,0.4712,432.2865,1157.7224,1386.9004,8769.58,250.7463,218.1056,388.8726,0.0,1.1173,2685.5,137.971,120.5836,171.1695,0.0,74.1012,219.162,0.1037,701.5801,27.8104
21,1,Fail,1,7289.0,3142.0,3645.352,-4198.0,1407.5641,-5585.0,227.0,-5441.0,339.0,0.2116,0.2358,103.8813,1285.2144,453.9004,9605.01,0.0,343.9011,0.0,0.0,0.8482,2547.0,177.4393,212.3607,181.3781,0.0,630.9059,339.561,0.061,183.0878,112.3426
22,1,Fail,1,900.0,4335.0,433.9934,-309.75,1904.3997,-3876.75,1001.0,-5434.0,429.0,0.1493,0.3067,430.2875,962.5317,629.9004,9233.7999,840.0,0.0,0.0,0.0,0.8824,2617.5,0.0,0.0,175.7811,607.6433,312.1693,416.4299,0.043,351.4956,0.0
23,1,Fail,1,1144.0,2354.0,530.0424,65.25,1132.135,-3641.5,668.0,-5310.25,385.0,0.2555,0.3067,286.4628,962.5317,361.5996,8189.1601,781.3953,509.011,925.3731,0.0,0.9885,2717.5,259.0427,155.70600000000002,185.2647,320.5953,62.087,416.4299,0.0748,188.9744,158.901
24,1,Pass,0,1045.0,4429.0,445.8747,-112.25,2400.8614,-2069.0,5665.0,-2664.25,3623.0,0.3277,0.1604,3088.6554,899.9488,854.9004,8621.49,0.0,433.3333,0.0,893.5065,0.9004,1542.0,132.8862,182.2785,1834.1299,197.3489,141.7931,205.346,0.0972,531.0665,18.1585
25,1,Fail,1,895.0,3988.0,451.8801,379.25,2252.2613,-1949.5,5366.0,-2681.75,3130.0,0.1066,0.1161,3096.6188,1116.4129,1342.7002,8592.1301,0.0,752.9412,0.0,0.0,0.9295,1496.25,443.1562,128.2525,1731.3645,721.8016,108.5193,326.247,0.0361,598.5185,21.6235
26,1,Fail,1,1180.0,4229.0,623.1289,533.75,2292.6233,-1975.75,5913.0,-2706.0,3301.0,0.1168,0.6241,3151.2826,1437.9565,739.1006,8753.19,164.7059,0.0,0.0,0.0,1.0265,1445.75,0.0,583.5294,1702.5621,106.1399,657.1949,339.527,0.0359,387.2292,161.5291
27,1,Fail,1,1748.0,2982.0,747.5638,-1822.5,1347.0816,-4712.25,542.0,-5611.75,647.0,0.1461,0.6241,243.4904,1437.9565,1129.2002,9381.19,485.7143,793.7984,664.8794,0.0,0.9592,2736.25,0.0,0.0,307.8943,214.9188,0.0,339.527,0.0442,115.0614,76.6399
28,1,Fail,1,977.0,2311.0,439.7964,-117.25,1026.9549,-4466.5,455.0,-5369.0,420.0,0.1969999999999999,0.7873,190.1736,1533.9934,1493.2002,8608.34,0.0,290.1504,0.0,0.0,1.2603,2732.0,459.4059,137.7096,177.2362,441.2203,50.9561,339.561,0.0704,815.8939999999999,37.4986
29,1,Fail,1,307.0,375.0,150.1655,678.5,179.4937,-4005.0,724.0,-5217.5,812.0,0.2242,0.28,305.296,1059.439,953.7998,8883.0601,520.6349,0.0,910.8614,0.0,0.8801,3015.25,766.8912,100.6858,334.9113,740.3791,83.458,725.25,0.0596,0.0,48.3466
30,1,Fail,1,1623.0,698.0,749.2069,-788.5,300.5466,-3793.25,252.0,-5416.0,603.0,0.1486,0.2041,117.6124,1208.7411,1280.6997,8563.6299,0.0,256.2896,749.3671,0.0,0.9518,2588.0,0.0,152.4759,259.6344,432.4462,87.9354,419.2061,0.0501,102.1277,44.8078
31,1,Fail,1,429.0,232.0,208.6544,-947.0,116.1163,-3717.0,535.0,-5500.5,406.0,0.1982,0.1292,243.9242,1153.9011,1566.8999,8176.35,552.381,293.173,0.0,780.0712,0.9794,2739.5,298.2799,94.6015,172.3359,556.7081,62.7043,360.905,0.0531,370.9717,30.2939
32,1,Fail,1,1321.0,2984.0,597.6701,-372.75,1252.0715,-4835.25,310.0,-5497.75,261.0,0.1131,0.2041,131.5862,1208.7411,1698.7998,7397.31,0.0,715.8361,726.8571,0.0,0.9459,2535.75,0.0,113.2273,116.7144,419.1772,74.4331,419.2061,0.0311,912.6761,41.2985
33,1,Fail,1,1010.0,19038.0,576.0425,-2021.0,9195.3919,114.0,671.0,-5507.75,396.0,0.1188,0.0896,274.026,969.891,1157.1001,8524.3801,0.0,0.0,550.3759,709.8592,0.9684,2637.25,245.0824,186.4533,172.5097,956.682,0.0,225.7469,0.0358,549.9371,256.6174
34,1,Fail,1,590.0,4126.0,284.4568,226.5,2304.9599,-1993.75,5575.0,-2622.5,3511.0,0.1146,0.0896,3040.1658,969.891,894.9004,8955.3,691.8919,778.0392,0.0,725.0936,0.9985,1550.0,275.8302,109.3957,1820.9743,546.1693,0.0,225.7469,0.0345,247.4534,54.5004
35,1,Fail,1,225.0,214.0,101.3279,893.0,110.8283,-3892.75,2058.0,-6010.25,560.0,0.1277,0.2772,993.652,1457.7934,1045.3008,8892.11,0.0,266.3733,642.3077,0.0,0.8726,2805.75,409.4867,155.5632,240.0783,369.2107,40.2192,470.032,0.0441,557.2139,40.8611
36,1,Fail,1,384.0,692.0,179.4053,244.75,301.4874,-3683.0,531.0,-5548.0,118.0,0.1102,0.1292,242.4967,1153.9011,1349.9995,8344.05,581.8182,756.8392,646.3277,0.0,0.9618,2637.0,373.5974,680.5726,51.9102,0.0,861.0951,360.905,0.0319,115.5356,59.4595
37,1,Fail,1,1042.0,4065.0,521.0,260.5,2032.5,-1016.25,5448.0,-1362.0,2841.0,0.2012,0.7017,2724.0,1522.5535,1027.5996,9364.7399,0.0,510.9052,0.0,0.0,1.2754,710.25,180.3035,142.0187,1420.5,249.5624,78.7809,257.7269,0.0598,450.9687,47.3595
